bairro,rua,cidade,estacao,tipo,distance_km
Jaguaré,Avenida Presidente Altino 1632,São Paulo,Ceasa,trem,1.138788852679711
Tatuapé,Rua Emílio Mallet,São Paulo,Carrao,metro,0.9340583288669493
Tatuapé,Rua Emílio Mallet,São Paulo,Tatuape,metro,1.4668269021617777
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Ana Rosa,metro,1.967554167396228
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Vila Mariana,metro,1.0632615176487705
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Santa Cruz,metro,1.5956306611101443
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Chácara Klabin,metro,0.7662669514537648
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Santos – Imigrantes,metro,0.4647193091985335
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Alto do Ipiranga,metro,1.219078139690426
Jabaquara,Rua José de Alcântara,São Paulo,Conceição,metro,1.7874119053162685
Jabaquara,Rua José de Alcântara,São Paulo,Jabaquara,metro,0.714248287213682
Itaquera,\"\",São Paulo,Itaquera,metro,1.7354849727604995
Tatuapé,Vilela,São Paulo,Carrao,metro,0.2630323390312244
Tatuapé,Vilela,São Paulo,Tatuape,metro,1.0287533160503393
Butantã,ROD Raposo Tavares,São Paulo,Morumbi,trem,1.2067819456279947
Butantã,ROD Raposo Tavares,São Paulo,Saúde,metro,1.5046523326865524
Butantã,ROD Raposo Tavares,São Paulo,São Paulo-Morumbi,metro,1.1889465344530334
Butantã,ROD Raposo Tavares,São Paulo,Butantã,metro,1.3056879489099216
Real Parque,Avenida Barão de Monte Mor,São Paulo,Berrini,trem,1.2386720630060228
Santana,RUA PEDRO DOLL,São Paulo,Parada Inglesa,metro,1.9056860347248206
Santana,RUA PEDRO DOLL,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.0422062442557714
Santana,RUA PEDRO DOLL,São Paulo,Santana,metro,1.2522968540312074
Santana,RUA PEDRO DOLL,São Paulo,Carandiru,metro,1.9726937998426723
Casa Verde,R Piracema 265,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9366640190279043
Casa Verde,R Piracema 265,São Paulo,Santana,metro,1.6761966546139537
Alto da lapa,RUA AIBI,São Paulo,Vila Madalena,metro,1.4047174174036314
Mooca,Rua da Mooca,São Paulo,Bresser-Mocca,metro,0.9596469977589855
Mooca,Rua da Mooca,São Paulo,Bras,metro,1.2415493539140043
Vila Mariana,R LOEFGREN,São Paulo,Vila Mariana,metro,1.0721807719422283
Vila Mariana,R LOEFGREN,São Paulo,Santa Cruz,metro,0.2595697021776928
Vila Mariana,R LOEFGREN,São Paulo,Praça da Árvore,metro,1.260961800228165
Vila Mariana,R LOEFGREN,São Paulo,Chácara Klabin,metro,0.8957229991782288
Vila Mariana,R LOEFGREN,São Paulo,Santos – Imigrantes,metro,1.3751188294556276
Perdizes,RUA DOUTOR FRANCO DA ROCHA 669,São Paulo,Marechal Deodoro,metro,1.9051182355182354
Perdizes,RUA DOUTOR FRANCO DA ROCHA 669,São Paulo,Barra Funda,metro,1.534781151652667
Perdizes,RUA DOUTOR FRANCO DA ROCHA 669,São Paulo,Sumaré,metro,1.557075290357603
Perdizes,RUA DOUTOR FRANCO DA ROCHA 669,São Paulo,Clínicas,metro,1.8151396509034665
Ipiranga,Rua Lino Coutinho 613,São Paulo,Alto do Ipiranga,metro,1.9920271142313828
Ipiranga,Rua Lino Coutinho 613,São Paulo,Sacomã,metro,1.603739716752921
Ipiranga,Rua Lino Coutinho 613,São Paulo,Tamanduateí,metro,1.3171222709739752
Ipiranga,Rua Lino Coutinho 613,São Paulo,Vila Prudente,metro,1.731171548623484
Morumbi,R Corgie Assad Abdalla 1100,São Paulo,Morumbi,trem,1.7054594018696159
Morumbi,R Corgie Assad Abdalla 1100,São Paulo,Saúde,metro,1.3926714176254005
Morumbi,R Corgie Assad Abdalla 1100,São Paulo,São Paulo-Morumbi,metro,1.715128273811675
Vila Gustavo,Avenida Gustavo Adolfo,São Paulo,Tucuruvi,metro,1.4098236288548205
Tatuapé,Rua Henrique Sertório 67,São Paulo,Carrao,metro,1.3956084583621204
Tatuapé,Rua Henrique Sertório 67,São Paulo,Tatuape,metro,0.5175439542969539
Tatuapé,Rua Henrique Sertório 67,São Paulo,Belem,metro,1.4515067954684542
Mooca,Rua Wandenkolk,São Paulo,Bresser-Mocca,metro,1.7605142356515666
Mooca,Rua Wandenkolk,São Paulo,Bras,metro,0.9495685920905372
Mooca,Rua Wandenkolk,São Paulo,Pedro II,metro,0.42120971922194456
Mooca,Rua Wandenkolk,São Paulo,Se,metro,1.0383638311594008
Mooca,Rua Wandenkolk,São Paulo,Anhagabau,metro,1.6836168879332787
Mooca,Rua Wandenkolk,São Paulo,São Bento,metro,1.5893692632935397
Mooca,Rua Wandenkolk,São Paulo,Japão - Liberdade,metro,1.5041500589737795
Santana,Rua Pedro Doll,São Paulo,Parada Inglesa,metro,1.9056860347248206
Santana,Rua Pedro Doll,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.0422062442557714
Santana,Rua Pedro Doll,São Paulo,Santana,metro,1.2522968540312074
Santana,Rua Pedro Doll,São Paulo,Carandiru,metro,1.9726937998426723
Butantã,Rua Abadia dos Dourados 74,São Paulo,Morumbi,trem,1.857050137219192
Butantã,Rua Abadia dos Dourados 74,São Paulo,São Paulo-Morumbi,metro,1.866254508965494
Jaguaré,Rua Tiagem,São Paulo,Ceasa,trem,1.287659832292662
Jaguaré,Rua Tiagem,São Paulo,Villa Lobos,trem,1.5133178471643205
Vila Prudente,R Inácio,São Paulo,Tamanduateí,metro,1.4631575774253491
Vila Prudente,R Inácio,São Paulo,Vila Prudente,metro,0.7705224078686777
Penha,AVENIDA AMADOR BUENO DA VEIGA,São Paulo,Vila Matilde,metro,1.4027704065928839
Penha,AVENIDA AMADOR BUENO DA VEIGA,São Paulo,Penha,metro,1.317972045131447
Campo Grande,Moacir Simoes da Rocha,São Paulo,Jurubatuba,trem,1.9330548158330376
Tucuruvi,Rua Cônego Ladeira,São Paulo,Tucuruvi,metro,0.40628308079166997
Tucuruvi,Rua Cônego Ladeira,São Paulo,Parada Inglesa,metro,1.2842938079514836
Casa Verde,Avenida Ordem E Progresso,São Paulo,Barra Funda,metro,1.137310983402817
Tatuapé,Rua Serra de Japi,São Paulo,Carrao,metro,0.6988230298361336
Tatuapé,Rua Serra de Japi,São Paulo,Tatuape,metro,0.7132256873477224
Campo Belo,R DAS GRUMIXAMAS,São Paulo,Conceição,metro,1.5951183310919406
Campo Belo,R DAS GRUMIXAMAS,São Paulo,Jabaquara,metro,0.4504260814121972
Sumaré,Rua Vargem do Cedro 127,São Paulo,Vila Madalena,metro,1.3058220467666681
Sumaré,Rua Vargem do Cedro 127,São Paulo,Sumaré,metro,1.007480202913719
Sumaré,Rua Vargem do Cedro 127,São Paulo,Clínicas,metro,1.6172073457400626
Mooca,Rua Leocádia Cintra 100,São Paulo,Bresser-Mocca,metro,1.331814165577739
Mooca,Rua Leocádia Cintra 100,São Paulo,Bras,metro,1.7277345848107644
Real Parque,Rua César Vallejo,São Paulo,Vila Olimpia,trem,1.743079364581153
Real Parque,Rua César Vallejo,São Paulo,Berrini,trem,0.6372187043784425
Penha,Rua Isabel,São Paulo,Guilhermina – Esperança,metro,1.2458348682235472
Penha,Rua Isabel,São Paulo,Vila Matilde,metro,0.8693441349571464
Penha,Rua Isabel,São Paulo,Penha,metro,1.834794360767049
Perdizes,Professor João Arruda,São Paulo,Vila Madalena,metro,1.9736552860765346
Perdizes,Professor João Arruda,São Paulo,Sumaré,metro,1.0938516975509283
Perdizes,Professor João Arruda,São Paulo,Clínicas,metro,1.2993627543318096
Perdizes,Professor João Arruda,São Paulo,Paulista,metro,1.8488819958396876
Jaguaré,RUA MARSELHA,São Paulo,Ceasa,trem,0.9497813269047155
Jaguaré,RUA MARSELHA,São Paulo,Villa Lobos,trem,1.385723735580792
Real Parque,Rua Barão de Campos Gerais,São Paulo,Berrini,trem,1.2268127943492666
Santana,RUA PONTINS 49,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1127123662864884
Santana,RUA PONTINS 49,São Paulo,Santana,metro,1.1727953807645366
Santana,RUA PONTINS 49,São Paulo,Carandiru,metro,1.8852546052083572
Vila Regente Feijó,Rua da Meação 183,São Paulo,Carrao,metro,1.9909727084642914
Vila Regente Feijó,Rua da Meação 183,São Paulo,Tatuape,metro,1.808865021587348
Socorro,Avenida Engenheiro José Salles 200,São Paulo,Jurubatuba,trem,1.3995021887150159
Belém,Rua Coronel Albino Bairão,São Paulo,Belem,metro,1.3387723233743831
Belém,Rua Coronel Albino Bairão,São Paulo,Bresser-Mocca,metro,0.5839472726562872
Belém,Rua Coronel Albino Bairão,São Paulo,Bras,metro,1.4054194605539172
Jaguaré,Avenida Jaguaré,São Paulo,Ceasa,trem,1.5838712503742913
Jaguaré,Avenida Jaguaré,São Paulo,Villa Lobos,trem,1.0234944853170886
Sacomã,Avenida Santo Albano 516,São Paulo,Sacomã,metro,1.7807897684326262
Jardim das Vertentes,Avenida Albert Bartholome,São Paulo,Morumbi,trem,1.9620340213127554
Jardim das Vertentes,Avenida Albert Bartholome,São Paulo,Saúde,metro,1.981087109227474
Penha,Rua Domingos Silva,São Paulo,Vila Matilde,metro,1.4201612348557684
Penha,Rua Domingos Silva,São Paulo,Penha,metro,1.6040706977787211
Tatuapé,Azevedo Soares,São Paulo,Carrao,metro,1.1614344560602574
Tatuapé,Azevedo Soares,São Paulo,Tatuape,metro,1.6557964984494706
Tatuapé,Rua Itapura,São Paulo,Carrao,metro,0.41583803007917086
Tatuapé,Rua Itapura,São Paulo,Tatuape,metro,0.9400434249890051
Santana,Francisca Julia 552,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1768111085022874
Santana,Francisca Julia 552,São Paulo,Santana,metro,1.1974629232918934
Santana,Francisca Julia 552,São Paulo,Carandiru,metro,1.902943083054664
Vila Madalena,Vila Pompéia,São Paulo,Cidade Universitaria,trem,1.6031610895610868
Vila Madalena,Vila Pompéia,São Paulo,Vila Madalena,metro,0.7216144722207531
Vila Madalena,Vila Pompéia,São Paulo,Sumaré,metro,1.7828737171139397
Vila Madalena,Vila Pompéia,São Paulo,Pinheiros,metro,1.799671329840464
Vila Madalena,Vila Pompéia,São Paulo,Faria Lima,metro,1.7976928680293605
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Santana,R Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,R Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,R Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,R Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Vila Prudente,Rua Ibitirama,São Paulo,Tamanduateí,metro,1.1329399166452248
Vila Prudente,Rua Ibitirama,São Paulo,Vila Prudente,metro,0.3009859804913475
Santana,Rua Almirante Noronha,São Paulo,Tucuruvi,metro,1.5472060178237268
Santana,Rua Almirante Noronha,São Paulo,Parada Inglesa,metro,0.6806685559236362
Santana,Rua Almirante Noronha,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.3152234470262668
Santana,Rua Almirante Noronha,São Paulo,Santana,metro,1.7172129702219303
Saúde,Rua dos Democratas 991,São Paulo,São Judas,metro,1.1017492523647843
Saúde,Rua dos Democratas 991,São Paulo,Conceição,metro,1.2985392362441988
Casa Verde,R SANTO EGÍDIO 621,São Paulo,Santana,metro,1.7968649204838685
Butantã,Avenida Corifeu de Azevedo Marques,São Paulo,Morumbi,trem,1.6004217351631704
Butantã,Avenida Corifeu de Azevedo Marques,São Paulo,Saúde,metro,1.903935857512858
Butantã,Avenida Corifeu de Azevedo Marques,São Paulo,São Paulo-Morumbi,metro,1.6180311303686898
Penha,Rua Francisco do Amaral,São Paulo,Vila Matilde,metro,1.589307854951243
Penha,Rua Francisco do Amaral,São Paulo,Penha,metro,1.6747493286937536
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Tatuapé,Vilela,São Paulo,Carrao,metro,0.2630323390312244
Tatuapé,Vilela,São Paulo,Tatuape,metro,1.0287533160503393
Santana,R Marechal Hermes da Fonseca,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.4505396681913396
Santana,R Marechal Hermes da Fonseca,São Paulo,Santana,metro,0.8986605650836277
Santana,R Marechal Hermes da Fonseca,São Paulo,Carandiru,metro,1.531453496636073
Vila Sônia,Rua Doutor José Maria Whitaker,São Paulo,Morumbi,trem,1.42851903734741
Vila Sônia,Rua Doutor José Maria Whitaker,São Paulo,Saúde,metro,1.1112961157644923
Vila Sônia,Rua Doutor José Maria Whitaker,São Paulo,São Paulo-Morumbi,metro,1.4354887076821117
Mooca,Rua Leocádia Cintra 100,São Paulo,Bresser-Mocca,metro,1.331814165577739
Mooca,Rua Leocádia Cintra 100,São Paulo,Bras,metro,1.7277345848107644
Jardim Bonfiglioli,Rua poetisa colombina,São Paulo,Morumbi,trem,1.5081147705424898
Jardim Bonfiglioli,Rua poetisa colombina,São Paulo,Saúde,metro,1.6907656174378953
Jardim Bonfiglioli,Rua poetisa colombina,São Paulo,São Paulo-Morumbi,metro,1.547741775010871
Vila Prudente,Rua Antônio Genzini,São Paulo,Vila Prudente,metro,1.5941261808924474
Santana,Rua Augusto Tolle,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.5331419193504627
Santana,Rua Augusto Tolle,São Paulo,Santana,metro,1.7431595453249773
Artur Alvim,Av das Alamandas,São Paulo,Itaquera,metro,0.9871022784055276
Artur Alvim,Av das Alamandas,São Paulo,Artur Alvim,metro,1.9947952949217045
Tatuapé,Rua Sebastião Barbosa,São Paulo,Tatuape,metro,1.537224014665652
Ipiranga,Rua Xavier Curado 359,São Paulo,Tamanduateí,metro,1.772391316362859
Parque Novo Mundo,Avenida Álvaro Ramos,São Paulo,Tatuape,metro,1.029016522774267
Parque Novo Mundo,Avenida Álvaro Ramos,São Paulo,Belem,metro,0.8326618531440514
Tatuapé,Rua Barão do Serro Largo,São Paulo,Carrao,metro,1.9214744904190726
Tatuapé,Rua Barão do Serro Largo,São Paulo,Tatuape,metro,1.670416153523022
Santana,Rua Alfredo Pujol,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6929922865335727
Santana,Rua Alfredo Pujol,São Paulo,Santana,metro,0.6749274769041849
Santana,Rua Alfredo Pujol,São Paulo,Carandiru,metro,1.1610335139281756
Santana,Rua Alfredo Pujol,São Paulo,Portuguesa-Tietê,metro,1.8577380512842794
Tatuapé,Rua Prof Pedreira de Freitas,São Paulo,Carrao,metro,1.664377569096104
Vila Sônia,Rua Armando Barreto,São Paulo,Morumbi,trem,1.7239095034830487
Vila Sônia,Rua Armando Barreto,São Paulo,Saúde,metro,1.4308936306054059
Vila Sônia,Rua Armando Barreto,São Paulo,São Paulo-Morumbi,metro,1.7408474610911366
Bom Retiro,Rua Mamoré,São Paulo,Santa Cecilia,metro,1.9897455957122896
Bom Retiro,Rua Mamoré,São Paulo,Osasco,trem,1.2964789901619573
Bom Retiro,Rua Mamoré,São Paulo,Pinheiros,trem,1.2964789901619573
Bom Retiro,Rua Mamoré,São Paulo,Portuguesa-Tietê,metro,1.4265558173376716
Bom Retiro,Rua Mamoré,São Paulo,Armênia,metro,0.6384979316779374
Bom Retiro,Rua Mamoré,São Paulo,Tiradentes,metro,0.7414248575492243
Bom Retiro,Rua Mamoré,São Paulo,Luz,metro,1.1457604964907981
Pompéia,Rua Barão do Bananal,São Paulo,Lapa,trem,1.7464716817808215
Pompéia,Rua Barão do Bananal,São Paulo,Vila Madalena,metro,1.7102819999803498
Vila Prudente,Rua Chamantá 1108,São Paulo,Tamanduateí,metro,1.4510822810916049
Vila Prudente,Rua Chamantá 1108,São Paulo,Vila Prudente,metro,0.7972481836604284
Tatuapé,Rua Sete de Outubro,São Paulo,Penha,metro,1.3496402361219266
Tatuapé,Rua Sete de Outubro,São Paulo,Carrao,metro,1.348496484865552
Saúde,RUA CALÓGERO CALIA,São Paulo,São Judas,metro,1.9139167908617745
Casa Verde,R Santo Egídio 621,São Paulo,Santana,metro,1.7968649204838685
Santana,Capitao Manuel Novaes 101,São Paulo,Santana,metro,1.1602873677321166
Santana,Capitao Manuel Novaes 101,São Paulo,Carandiru,metro,1.3797425043397564
Santana,Capitao Manuel Novaes 101,São Paulo,Portuguesa-Tietê,metro,1.9090911413014544
Tatuapé,Rua Cantagalo,São Paulo,Carrao,metro,0.8223700257417302
Tatuapé,Rua Cantagalo,São Paulo,Tatuape,metro,1.6606176748662
Vila Clementino,Rua Gandavo,São Paulo,Paraíso,metro,1.7846734009767073
Vila Clementino,Rua Gandavo,São Paulo,Ana Rosa,metro,1.1793218522005295
Vila Clementino,Rua Gandavo,São Paulo,Vila Mariana,metro,0.8779827316231895
Vila Clementino,Rua Gandavo,São Paulo,Santa Cruz,metro,0.9046398847353327
Vila Clementino,Rua Gandavo,São Paulo,Paraíso,metro,1.9448319700336725
Vila Clementino,Rua Gandavo,São Paulo,Ana Rosa,metro,1.358590742031534
Vila Clementino,Rua Gandavo,São Paulo,Chácara Klabin,metro,1.1182130790402056
Tatuapé,Rua Vilela,São Paulo,Carrao,metro,0.2630323390312244
Tatuapé,Rua Vilela,São Paulo,Tatuape,metro,1.0287533160503393
Tremembé,Rua dos Jacarandás Mimosos,São Paulo,Tucuruvi,metro,1.8510616143512595
Santana,Rua Copacabana,São Paulo,Santana,metro,1.550295146233576
Penha,Rua Domingos Silva,São Paulo,Vila Matilde,metro,1.4201612348557684
Penha,Rua Domingos Silva,São Paulo,Penha,metro,1.6040706977787211
Pompéia,Rua Cotoxó,São Paulo,Lapa,trem,1.9819927967783324
Pompéia,Rua Cotoxó,São Paulo,Vila Madalena,metro,1.6638246940074164
Tatuapé,Rua Cantagalo,São Paulo,Carrao,metro,0.8223700257417302
Tatuapé,Rua Cantagalo,São Paulo,Tatuape,metro,1.6606176748662
Butantã,Rua Gaspar Moreira,São Paulo,Cidade Universitaria,trem,0.9378389352384562
Butantã,Rua Gaspar Moreira,São Paulo,Hebraica Rebouca,trem,1.410949985423065
Butantã,Rua Gaspar Moreira,São Paulo,Butantã,metro,0.6546114213153263
Butantã,Rua Gaspar Moreira,São Paulo,Pinheiros,metro,0.7803334895303239
Butantã,Rua Gaspar Moreira,São Paulo,Faria Lima,metro,1.6487632090395774
Mooca,Rua Juventus,São Paulo,Vila Prudente,metro,1.8090119128468043
Mandaqui,RUA DOUTOR ORLANDO ZAMITI MAMMANA 33,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.735204665629853
Santo Amaro,Avenida Santo Amaro,São Paulo,Granja Julieta,trem,1.4978299930747099
Tucuruvi,AV Professora Virgília Rodrigues Alves de Carvalho Pinto,São Paulo,Tucuruvi,metro,1.1412081797027998
Tucuruvi,AV Professora Virgília Rodrigues Alves de Carvalho Pinto,São Paulo,Parada Inglesa,metro,1.8552893840266995
Jaguaré,Rua Caetanópolis,São Paulo,Presidente Altino,trem,1.9685708884153805
Jaguaré,Rua Caetanópolis,São Paulo,Ceasa,trem,1.593823894132322
Anália Franco,Rua da Meação,São Paulo,Tatuape,metro,1.8441563606352662
Jaguaré,Rua Marselha 1029,São Paulo,Ceasa,trem,1.2019569773366958
Jaguaré,Rua Marselha 1029,São Paulo,Villa Lobos,trem,1.5426845685971902
Vila Guilherme,Rua Lontra,São Paulo,Tucuruvi,metro,1.672428656154915
Vila Guilherme,Rua Lontra,São Paulo,Parada Inglesa,metro,1.4712552986054905
Real Parque,Rua Barão de Melgaço 107,São Paulo,Berrini,trem,1.1704187888252222
Tucuruvi,RUA DOMELIA,São Paulo,Tucuruvi,metro,0.24271300202967092
Tucuruvi,RUA DOMELIA,São Paulo,Parada Inglesa,metro,1.114360339476193
Tatuapé,Rua Bom Sucesso,São Paulo,Carrao,metro,1.6652011400549975
Tatuapé,Rua Bom Sucesso,São Paulo,Tatuape,metro,0.8056483530510333
Tatuapé,Rua Bom Sucesso,São Paulo,Belem,metro,1.4327658033495332
